NAME                                     | CODE       | LONGS (Sample)
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 194052
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65574
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96223
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 194318
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69598
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 88769
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 196861
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 73632
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 89718
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 200157
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 74003
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 88971
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 193831
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 78113
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 82607
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 166323
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 73205
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 74965
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 163163
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71295
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 72734
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 156100
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 67098
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 68566
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 157182
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68378
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 70312
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 173043
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65595
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 63708
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 178921
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65212
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 66370
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 197452
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65623
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 76030
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 189746
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 64049
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 70843
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 183808
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65824
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 63952
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 187431
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 61634
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 60902
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 192367
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 60982
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 64695
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 201469
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 59318
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 65460
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 220529
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 57689
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 73968
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 223530
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 56145
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 76019
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 258999
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 54854
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 67593
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 258808
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 56390
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 67650
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 261352
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 60083
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 62264
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 266937
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 56824
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 60626
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 269448
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65791
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 66668
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 288794
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 81322
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 74987
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 297109
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 91000
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 81193
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 303032
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 90380
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 85410
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 294396
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 83814
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 85762
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 320166
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 73828
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 91832
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 300245
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68400
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 87786
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 303279
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69132
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 80753
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 308379
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 66548
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 79304
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 319518
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 67273
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 83897
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 322317
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 66767
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 90971
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 318077
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 66202
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93113
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 310255
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65848
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96561
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 286931
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 66896
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101145
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 282996
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 83997
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 100578
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 285354
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 83109
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93142
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 270134
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 73039
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 86429
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 292162
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 78326
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 98240
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 295629
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 85681
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101208
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 290270
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 89638
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 104901
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 302014
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 97577
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 109747
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 310602
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 103062
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 109953
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 297462
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 12240
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 111373
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 116521
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 286169
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 118164
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 110843
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 282831
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15472
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 117701
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 106069
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15449
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 275924
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 103485
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 103394
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 13964
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 250617
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 99730
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93557
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 241330
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 13746
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 96109
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 89420
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 216471
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 91956
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 81686
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 12629
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 203586
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 75905
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 69297
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 175345
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 80300
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 52112
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 160084
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 75289
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 42486
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 10838
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 152160
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71097
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 36246
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 9195
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 138856
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71646
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 36852
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 125659
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 9294
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 70939
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 33374
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 121112
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 9199
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68363
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 32012
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 112834
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 8959
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 59832
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 29007
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 111684
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 8289
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68023
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 30526
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 110219
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 61463
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 29988
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 104823
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 64023
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 30789
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 111979
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 63954
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 29497
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 115633
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 7109
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 65215
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 31039
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 109928
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 62436
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 30020
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 109910
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 60222
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 31932
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 114499
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 56486
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 33877
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 118240
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 62255
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 39408
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 118986
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 61797
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 36699
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 119934
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 60135
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 33177
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 124197
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 60570
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 33995
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 172709
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 61572
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 32638
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 14696
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 160031
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 64531
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 36621
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16352
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 162308
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 64321
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 39564
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16997
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 167037
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 62748
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 42498
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 194803
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 17812
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 70946
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 57776
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 19253
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 237456
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 77090
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 73927
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 250942
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22260
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 78027
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 79554
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 246507
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22140
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 73434
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 69878
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 197756
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 20501
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 62362
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 57954
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 165401
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 20247
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 60092
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 46090
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 20027
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 156609
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 62051
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 49559
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 20381
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 177002
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 74209
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 52357
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 191559
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 20835
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 70236
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 53221
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 187409
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 20540
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 75298
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 49724
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 19553
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 154023
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71095
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 42377
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 147622
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 18855
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 67520
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 43841
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 19340
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 146315
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72524
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 43515
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22933
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 172834
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 93922
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 53192
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 189529
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 23550
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 101412
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 62807
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 23874
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 199015
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 106895
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 64058
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 24288
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 185872
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 97202
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 57345
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 178161
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 23223
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 91927
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 57636
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22736
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 167312
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 85758
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 52564
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 166952
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22511
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 85868
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 55380
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 178732
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22235
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 100549
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 55684
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22208
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 177725
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 107675
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 56633
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 21005
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 193604
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 116689
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 57519
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 203436
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22030
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 113209
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 58750
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 215997
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 22710
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 116528
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 60031
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 210601
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 21960
